Date,DANE.Year.Day,wildfire,DANE,Year,DANEYear,Day,DANE.Year,DUSMASS25,BCSMASS,DMSSMASS,DUSMASS,OCSMASS,SO2SMASS,SO4SMASS,PBLH,SPEED,pop_density,TLML,excess_all_1,excess_all_2,excess_all_3,excess_all_4,excess_all_5,excess_all_6,excess_all_7,excess_all_8,excess_all_10,excess_all_20,excess_all_30
18/08/2014,76520-2014-230,1,76520,2014,765202014,230,76520-2014,1.237924286,0.219983648,0.008137219,3.859546926,1.712622789,0.252651885,0.391754169,238.6007942,4.604830089,12093.69829,16.070179,1,1,0,0,0,0,1,1,0,1,1
19/01/2013,76520-2013-19,0,76520,2013,765202013,19,76520-2013,0.131120637,0.806843693,0.002143978,0.550324168,5.889051216,0.218691915,4.176800018,744.0865423,2.710305457,12069.94946,15.53319817,1,1,1,1,1,1,1,1,1,1,1
23/01/2013,76520-2013-23,0,76520,2013,765202013,23,76520-2013,0.930516255,0.447088606,0.019192389,2.652364181,4.007809466,0.204446034,2.409036975,1731.82248,2.529178264,12069.94946,16.59962616,1,1,1,1,1,1,1,1,1,1,1
18/02/2013,76520-2013-49,1,76520,2013,765202013,49,76520-2013,0.754546418,0.392694817,0.002385174,2.31788233,2.595441886,0.123169976,1.377978754,1108.554991,2.221850392,12069.94946,14.94838235,1,0,0,1,1,1,1,1,1,1,1
22/02/2013,76520-2013-53,1,76520,2013,765202013,53,76520-2013,1.143296032,0.385247453,0.00341368,3.033223119,2.97742929,0.216656533,1.026386613,647.7727203,2.842009463,12069.94946,16.19604726,1,1,1,1,1,1,1,1,1,1,1
2/07/2012,76520-2012-184,0,76520,2012,765202012,184,76520-2012,1.635110987,0.194720054,0.000984415,4.453284278,1.341150587,0.270626726,0.368688247,254.1338761,4.191946929,12046.46898,14.81403198,1,1,1,1,1,1,1,1,1,1,1
4/07/2012,76520-2012-186,0,76520,2012,765202012,186,76520-2012,2.07156465,0.175114279,0.014048668,5.895569549,1.183393672,0.296835951,0.567976274,292.0097281,4.316849967,12046.46898,15.63187679,1,1,1,1,1,1,1,1,1,1,1
5/07/2012,76520-2012-187,0,76520,2012,765202012,187,76520-2012,1.138815308,0.19174613,0.014139676,3.195040079,1.27665793,0.246629592,1.002618013,695.2175916,3.36225115,12046.46898,14.92927959,1,0,0,1,1,1,1,1,1,1,1
6/07/2012,76520-2012-188,0,76520,2012,765202012,188,76520-2012,2.287572562,0.204311162,0.015305425,6.981684929,1.399478693,0.254927604,1.097780392,739.9816387,3.041986378,12046.46898,15.16734679,0,0,0,1,1,1,1,1,1,1,1
8/07/2012,76520-2012-190,0,76520,2012,765202012,190,76520-2012,2.84816354,0.164779739,0.009671203,8.288043155,1.223324742,0.220880842,0.601284504,528.4754123,4.730791831,12046.46898,15.47534335,1,1,1,1,1,1,1,1,1,1,1
1/08/2012,76520-2012-214,1,76520,2012,765202012,214,76520-2012,0.756259505,0.207084188,0.003812966,2.313155714,1.397067301,0.281499474,0.398391218,391.8319859,3.618594303,12046.46898,15.63769834,0,1,0,0,1,0,1,1,1,1,1
3/08/2012,76520-2012-216,1,76520,2012,765202012,216,76520-2012,1.753612931,0.278138939,0.007299299,5.475015437,1.889697152,0.220920311,1.32194627,809.6650142,2.921299775,12046.46898,15.39859254,0,0,0,0,0,0,1,0,0,1,1
4/08/2012,76520-2012-217,1,76520,2012,765202012,217,76520-2012,0.38898409,0.256413513,0.005309717,1.090988701,1.802212055,0.19705105,1.002842965,1110.166412,2.799282646,12046.46898,16.13265984,0,1,0,1,1,1,1,1,1,1,1
5/08/2012,76520-2012-218,1,76520,2012,765202012,218,76520-2012,2.581860722,0.249254579,0.006189013,7.734182225,1.786602819,0.303740488,1.170841525,539.8395928,3.22518465,12046.46898,16.19620965,1,1,1,1,1,1,1,1,1,1,1
7/08/2012,76520-2012-220,1,76520,2012,765202012,220,76520-2012,0.972156051,0.269740954,0.004110589,3.000853729,1.949524847,0.344754599,0.496904813,435.2191926,3.031596496,12046.46898,16.09062166,1,1,1,1,1,1,1,1,1,1,1
5/01/2011,76520-2011-5,0,76520,2011,765202011,5,76520-2011,0.056088807,0.20824511,0.007677313,0.197493016,0.962830496,0.076760014,1.305187556,709.2266715,3.653403832,12011.2259,13.77973401,0,0,0,0,0,0,0,0,0,1,1
26/01/2011,76520-2011-26,1,76520,2011,765202011,26,76520-2011,0.176336712,0.314853521,0.022415479,0.557801034,2.092768083,0.285983703,0.936055096,1461.893031,2.753203762,12011.2259,15.70340987,1,1,1,1,1,1,1,1,1,1,1
4/02/2011,76520-2011-35,1,76520,2011,765202011,35,76520-2011,0.073367591,0.264915858,0.007406517,0.238226334,1.664073783,0.154540609,1.066335757,1155.565234,2.452315763,12011.2259,16.42025876,1,0,1,1,1,1,1,1,1,1,1
29/06/2011,76520-2011-180,0,76520,2011,765202011,180,76520-2011,2.833786034,0.177715344,0.002348717,8.898664206,1.1537399,0.253936335,0.332911426,319.1121761,2.973930195,12011.2259,15.94656197,1,0,0,1,0,1,1,1,1,1,1
3/07/2011,76520-2011-184,0,76520,2011,765202011,184,76520-2011,1.330668319,0.1823825,0.007198507,3.812323262,1.143788292,0.286327321,0.505740162,242.4766855,3.738154601,12011.2259,15.1740599,0,0,1,1,1,1,1,1,1,0,1
7/07/2011,76520-2011-188,0,76520,2011,765202011,188,76520-2011,0.976055863,0.148704058,0.01234739,2.963786798,0.932764258,0.242249296,0.457234163,463.6594694,4.951714067,12011.2259,15.37861285,1,1,1,1,1,1,1,1,1,1,1
8/07/2011,76520-2011-189,0,76520,2011,765202011,189,76520-2011,0.861794484,0.146963775,0.005894924,2.617217265,1.065653784,0.225192625,0.421970747,206.2920693,4.386532425,12011.2259,15.68951299,1,1,1,1,0,0,1,1,1,1,1
9/07/2011,76520-2011-190,0,76520,2011,765202011,190,76520-2011,1.635389127,0.160224302,0.004301771,4.7500147,1.261326898,0.202203872,0.367960692,274.293218,5.047989666,12011.2259,15.92665757,0,0,0,0,0,0,0,0,0,1,0
25/07/2011,76520-2011-206,0,76520,2011,765202011,206,76520-2011,1.79905221,0.159405319,0.005709516,5.045514135,1.134792877,0.236485673,0.386444178,412.9172458,4.482865672,12011.2259,16.35735944,1,1,1,1,1,1,1,1,1,1,1
29/07/2011,76520-2011-210,1,76520,2011,765202011,210,76520-2011,1.052471859,0.222710829,0.021579897,3.310278625,1.418173282,0.144459544,1.412636504,188.2166161,2.218834033,12011.2259,14.98725305,1,1,1,0,0,0,0,0,0,0,0
2/08/2011,76520-2011-214,1,76520,2011,765202011,214,76520-2011,1.04638835,0.205336821,0.00929209,3.131413795,1.219046158,0.15630903,0.556084572,1156.316535,2.396731006,12011.2259,15.89753974,0,0,0,0,0,0,0,0,0,0,1
6/08/2011,76520-2011-218,1,76520,2011,765202011,218,76520-2011,0.809782472,0.166811974,0.004475147,2.427495193,1.132187765,0.234882259,0.291935425,231.4547578,4.882676944,12011.2259,15.94090582,0,0,0,0,0,0,0,0,0,0,0
7/08/2011,76520-2011-219,1,76520,2011,765202011,219,76520-2011,2.25104273,0.169506076,0.004474917,6.804093021,1.236128143,0.261320613,0.343071035,189.801768,4.303333281,12011.2259,15.98570208,0,0,0,0,0,0,0,0,0,0,1
8/08/2011,76520-2011-220,1,76520,2011,765202011,220,76520-2011,1.026488541,0.16291987,0.009719476,3.08197255,1.10033676,0.276530819,0.297833289,181.8127544,4.447576329,12011.2259,16.0639874,0,0,1,0,0,0,0,0,0,1,1
24/08/2011,76520-2011-236,1,76520,2011,765202011,236,76520-2011,1.405339728,0.296094666,0.009086868,4.189204275,2.025153391,0.215817413,1.311252503,542.8992576,2.460880821,12011.2259,15.22506738,0,0,0,1,1,1,1,1,0,1,1
1/01/2010,76520-2010-1,0,76520,2010,765202010,1,76520-2010,0.278009866,0.285963429,0.00817119,0.91018574,1.957994556,0.285853849,1.194116913,452.1727644,2.171647232,11967.17206,16.33799433,1,1,1,1,1,1,1,1,1,1,1
2/01/2010,76520-2010-2,0,76520,2010,765202010,2,76520-2010,0.503577719,0.324800357,0.004360123,2.149793957,2.240254593,0.547376508,1.057888191,403.1815163,1.963398836,11967.17206,16.55081959,1,1,1,1,1,1,1,1,1,1,1
3/01/2010,76520-2010-3,0,76520,2010,765202010,3,76520-2010,0.45706738,0.275847032,0.003475284,1.795396295,2.041614912,0.438628144,0.686935474,584.0128772,3.585770782,11967.17206,17.08066718,1,1,1,1,1,1,1,1,1,1,1
4/01/2010,76520-2010-4,0,76520,2010,765202010,4,76520-2010,0.292010662,0.387441312,0.002908133,1.041017848,3.177655238,0.478824688,0.56530928,218.2126069,3.248927353,11967.17206,17.38029313,1,1,1,1,0,1,1,1,1,1,1
10/01/2010,76520-2010-10,0,76520,2010,765202010,10,76520-2010,0.515986185,0.292562274,0.038538777,1.677629558,2.256431373,0.350782487,1.867358585,999.8494097,2.279446271,11967.17206,16.86461222,0,0,1,1,1,1,1,1,1,1,1
15/01/2010,76520-2010-15,0,76520,2010,765202010,15,76520-2010,0.187554056,0.381571033,0.009617842,0.726961957,3.314539582,0.390248701,0.869807885,558.6365419,3.868066268,11967.17206,17.64519838,1,1,0,0,1,1,1,0,0,1,1
19/01/2010,76520-2010-19,1,76520,2010,765202010,19,76520-2010,0.594278715,0.310950091,0.016920176,2.175703364,2.579158276,0.310776377,1.344196176,525.2127819,3.481484701,11967.17206,17.58602914,1,1,1,1,1,1,0,1,1,1,1
21/01/2010,76520-2010-21,1,76520,2010,765202010,21,76520-2010,0.421755959,0.327861889,0.02353335,1.528453377,2.712323514,0.340181701,0.917539323,295.4170159,4.13010044,11967.17206,18.25230365,0,0,0,0,0,1,1,1,1,1,1
22/01/2010,76520-2010-22,1,76520,2010,765202010,22,76520-2010,0.471469035,0.45860919,0.0166084,1.347173513,4.087562902,0.473072304,0.819539768,492.1532067,4.78437693,11967.17206,17.99374309,0,0,0,0,1,1,1,1,1,1,1
25/01/2010,76520-2010-25,1,76520,2010,765202010,25,76520-2010,1.218325782,1.138279137,0.000251402,3.289995965,10.10684165,0.363524368,6.387004176,982.9496701,2.043246022,11967.17206,15.79752608,0,1,1,1,1,1,1,1,1,1,1
27/01/2010,76520-2010-27,1,76520,2010,765202010,27,76520-2010,1.856775909,0.626091959,0.002224646,4.672157024,5.51417526,0.305335576,2.998076268,704.1552261,2.182624846,11967.17206,15.75186383,0,0,0,0,1,1,1,1,1,1,1
28/01/2010,76520-2010-28,1,76520,2010,765202010,28,76520-2010,1.462857726,0.479075418,0.004918707,4.002998035,3.84174132,0.370937448,1.47878211,852.0849433,2.900245784,11967.17206,17.51869943,0,0,1,1,1,1,1,1,1,1,1
29/01/2010,76520-2010-29,1,76520,2010,765202010,29,76520-2010,1.089821506,0.516238841,0.013359634,2.82583343,4.569119019,0.441917066,1.480101302,622.4245058,3.306292497,11967.17206,17.26014052,1,1,1,1,1,1,1,1,1,1,1
31/01/2010,76520-2010-31,1,76520,2010,765202010,31,76520-2010,0.435125154,0.393500488,0.006507846,1.268791766,3.44471229,0.366847714,0.829893852,540.297741,4.529310902,11967.17206,17.66170648,1,1,1,1,1,1,0,1,0,1,1
1/02/2010,76520-2010-32,1,76520,2010,765202010,32,76520-2010,0.365771258,0.431931525,0.003642606,0.921021065,3.89579993,0.291828489,0.603204141,298.7286032,5.936962956,11967.17206,17.95080579,1,1,1,1,1,0,1,1,0,1,1
2/02/2010,76520-2010-33,1,76520,2010,765202010,33,76520-2010,0.584481929,0.340520962,0.003542273,1.826454318,3.003212549,0.308172027,0.925003337,299.4910761,4.899229346,11967.17206,18.24864326,1,1,1,1,0,0,1,0,1,1,1
3/02/2010,76520-2010-34,1,76520,2010,765202010,34,76520-2010,0.678167851,0.532249276,0.005995581,2.061268568,5.197483361,0.274594779,1.295794091,250.4015017,4.461516461,11967.17206,18.48414662,1,1,0,0,0,0,0,0,1,1,1
9/02/2010,76520-2010-40,1,76520,2010,765202010,40,76520-2010,0.797204831,0.401082593,0.011056696,2.813995435,3.481665,0.27532543,2.835142768,174.9439908,2.372344936,11967.17206,16.616827,0,0,1,1,1,1,1,1,1,1,1
14/02/2010,76520-2010-45,1,76520,2010,765202010,45,76520-2010,3.107055433,0.600224145,0.003236771,8.143511438,5.611968392,0.361910379,2.716484359,700.0551986,1.841658771,11967.17206,16.01316352,1,1,1,1,0,0,0,0,0,1,1
27/12/2010,76520-2010-361,0,76520,2010,765202010,361,76520-2010,0.083936543,0.212173303,0.004896431,0.244443154,1.102358016,0.158566379,0.871371773,582.1613416,2.894703209,11967.17206,15.29915204,0,1,0,0,1,1,0,1,0,0,1
14/06/2009,76520-2009-165,0,76520,2009,765202009,165,76520-2009,0.260873148,0.211073114,0.013133574,0.759858049,1.30492705,0.455521885,0.601690211,146.6096145,2.815291688,11921.19504,14.96120101,0,0,1,0,0,1,0,0,1,1,1
17/06/2009,76520-2009-168,0,76520,2009,765202009,168,76520-2009,1.826574835,0.309507607,0.008928802,4.819821636,2.196234966,0.34912726,1.070974959,229.2541125,3.045355575,11921.19504,15.20357956,0,0,0,0,0,1,1,1,1,1,1
20/06/2009,76520-2009-171,0,76520,2009,765202009,171,76520-2009,1.768200882,0.168221906,0.006414867,4.58009236,1.051307451,0.243282967,0.486461049,387.8355445,3.277123345,11921.19504,16.08580331,0,0,1,1,1,1,1,1,1,1,1
24/06/2009,76520-2009-175,0,76520,2009,765202009,175,76520-2009,0.284045762,0.183805435,0.002692561,0.731894022,1.147498412,0.330751108,0.521861907,503.890765,2.726194499,11921.19504,15.17740066,1,1,1,1,1,1,1,1,1,1,1
28/06/2009,76520-2009-179,0,76520,2009,765202009,179,76520-2009,0.88306667,0.216406258,0.011399723,2.64013288,1.701077482,0.297347958,0.682705332,244.1040565,4.254737964,11921.19504,15.78198407,1,1,1,1,1,1,1,1,1,1,1
12/07/2009,76520-2009-193,0,76520,2009,765202009,193,76520-2009,1.353890863,0.24416566,0.002997292,3.922976942,1.850346161,0.340367356,0.34299983,118.4675197,3.776319861,11921.19504,15.55628087,1,1,1,1,1,1,1,1,1,1,1
14/07/2009,76520-2009-195,1,76520,2009,765202009,195,76520-2009,2.259044729,0.187846885,0.017909841,6.796267131,1.469133414,0.26892581,0.41420281,290.552491,4.523258479,11921.19504,16.48974769,1,1,1,1,1,1,1,1,1,1,1
17/07/2009,76520-2009-198,1,76520,2009,765202009,198,76520-2009,1.687891482,0.16558236,0.002757456,5.424314947,1.153484875,0.242117965,0.339836769,188.4439523,4.781804981,11921.19504,16.68228854,1,1,0,1,0,1,1,1,1,1,1
18/07/2009,76520-2009-199,0,76520,2009,765202009,199,76520-2009,1.424320098,0.168368279,0.015507331,4.542765112,1.33532913,0.261519556,0.698741877,158.1307092,4.71263928,11921.19504,16.65727998,1,0,0,0,1,1,1,1,1,1,1
20/07/2009,76520-2009-201,1,76520,2009,765202009,201,76520-2009,0.779095054,0.155690196,0.013346297,2.494672847,1.092596611,0.28733692,0.613890824,234.941871,4.048269017,11921.19504,16.26560254,1,0,1,1,1,1,1,1,1,1,1
22/07/2009,76520-2009-203,0,76520,2009,765202009,203,76520-2009,0.321735218,0.160882837,0.012249281,0.884102894,1.215913806,0.243999436,0.772208959,1076.378145,2.513844,11921.19504,15.95854541,1,1,1,1,1,1,1,1,1,1,1
24/07/2009,76520-2009-205,1,76520,2009,765202009,205,76520-2009,1.437874564,0.162232573,0.007636424,3.958828131,1.041119111,0.254810023,0.336381059,227.1778079,4.743447029,11921.19504,16.08682669,1,1,1,1,1,1,1,1,1,1,1
28/07/2009,76520-2009-209,1,76520,2009,765202009,209,76520-2009,1.649225199,0.165077123,0.012338577,4.858837793,1.15498388,0.247080056,0.437731086,256.2121256,4.945825527,11921.19504,16.51515764,1,1,1,0,0,1,1,1,1,1,1
11/08/2009,76520-2009-223,1,76520,2009,765202009,223,76520-2009,1.10374264,0.168858666,0.006160964,3.221546199,1.211294058,0.233007692,0.712545603,246.8668673,4.815997715,11921.19504,16.19409201,1,1,1,1,1,1,1,1,1,1,1
17/08/2009,76520-2009-229,1,76520,2009,765202009,229,76520-2009,0.618527844,0.249688001,0.010212472,2.040499178,2.019477235,0.294868361,3.946232704,582.3781407,1.988154426,11921.19504,15.77501973,1,1,1,1,1,1,1,1,1,1,1
21/08/2009,76520-2009-233,1,76520,2009,765202009,233,76520-2009,1.119331016,0.226019274,0.011852249,3.695097871,1.620534262,0.381070923,1.774779474,594.0612071,3.270033724,11921.19504,16.24160121,1,1,1,1,1,1,1,1,1,1,1
23/09/2009,76520-2009-266,0,76520,2009,765202009,266,76520-2009,1.032771336,0.20851366,0.011874373,3.567332863,1.742366485,0.293278559,1.304028798,494.9503698,3.604393671,11921.19504,16.6659495,1,1,1,1,1,1,1,1,1,1,1
24/09/2009,76520-2009-267,0,76520,2009,765202009,267,76520-2009,0.498676723,0.16763639,0.011695485,1.623317976,1.433536732,0.231389544,0.510287665,433.5214926,5.501155485,11921.19504,17.03744348,1,0,1,1,1,1,1,1,1,1,1
25/09/2009,76520-2009-268,0,76520,2009,765202009,268,76520-2009,0.431385444,0.255795237,0.011544071,1.443098949,2.419043459,0.278940222,0.463247422,477.7492655,4.567140891,11921.19504,17.02915873,0,1,1,1,1,1,1,1,1,1,1
23/10/2009,76520-2009-296,1,76520,2009,765202009,296,76520-2009,0.285895703,0.221804079,0.008148149,0.99873806,1.360978451,0.35184911,0.939812312,549.8836097,1.714440616,11921.19504,15.63977676,1,1,1,1,1,1,1,1,1,1,1
24/10/2009,76520-2009-297,1,76520,2009,765202009,297,76520-2009,0.083331346,0.160278407,0.021310854,0.410407771,1.094384716,0.299724391,0.711722139,266.5692016,3.489678064,11921.19504,15.55318092,1,1,1,1,1,1,1,1,1,1,1
25/10/2009,76520-2009-298,1,76520,2009,765202009,298,76520-2009,1.11180964,0.257598899,0.006062334,3.948814991,1.870889758,0.320671658,1.357803765,250.2591182,3.498600822,11921.19504,15.51370058,1,1,1,1,1,1,1,1,1,1,1
20/12/2009,76520-2009-354,0,76520,2009,765202009,354,76520-2009,0.251003456,0.2549423,0.013933818,0.83776332,1.399460183,0.090272624,1.692050459,555.2715242,1.538081614,11921.19504,14.45688677,0,1,1,1,1,1,1,1,1,1,1
22/12/2009,76520-2009-356,0,76520,2009,765202009,356,76520-2009,0.276417863,0.274654494,0.006276949,0.883389618,1.633577504,0.171297745,1.885592106,69.4057415,1.85208927,11921.19504,15.47521557,1,1,1,1,1,1,1,1,1,1,1
23/12/2009,76520-2009-357,0,76520,2009,765202009,357,76520-2009,0.371136998,0.278711792,0.019218695,1.427928117,1.756969793,0.29278497,2.103541209,1034.09998,2.32260273,11921.19504,16.1021412,1,1,1,1,1,1,1,1,1,1,1
26/12/2009,76520-2009-360,0,76520,2009,765202009,360,76520-2009,0.432697049,0.393311801,0.015614071,1.418705117,3.186535891,0.204353663,2.300451281,938.3551002,2.189199175,11921.19504,16.21113027,1,1,1,0,1,1,1,1,1,1,1
28/12/2009,76520-2009-362,0,76520,2009,765202009,362,76520-2009,0.403278529,0.231722952,0.014806945,1.300504813,1.053608449,0.087098817,1.516730872,75.83891689,2.991829396,11921.19504,14.68181689,0,0,1,1,1,1,1,1,1,1,1
29/12/2009,76520-2009-363,0,76520,2009,765202009,363,76520-2009,0.26728742,0.269308425,0.002025207,0.758010745,1.780612876,0.252195835,1.988340749,1269.956105,1.945606548,11921.19504,14.92565015,0,1,1,1,1,1,1,1,1,1,1
30/12/2009,76520-2009-364,0,76520,2009,765202009,364,76520-2009,0.224501769,0.307604047,0.006090314,0.683662985,2.223707288,0.47063023,1.542028658,566.389143,1.458616104,11921.19504,15.52870945,1,1,1,1,1,1,1,1,1,1,1
13/01/2008,76520-2008-13,1,76520,2008,765202008,13,76520-2008,0.226243067,0.253687522,0.003014368,0.603262665,1.727121891,0.244340718,0.72492895,1216.102538,2.858012816,11877.81207,15.24603354,0,0,1,0,1,1,0,0,0,1,1
20/01/2008,76520-2008-20,1,76520,2008,765202008,20,76520-2008,0.341218248,0.252534449,0.004580485,1.068417674,1.794103179,0.218162378,0.815372273,352.6793141,3.909931066,11877.81207,15.7579522,0,0,0,0,0,0,1,1,1,1,1
21/01/2008,76520-2008-21,1,76520,2008,765202008,21,76520-2008,0.349317881,0.300605323,0.016359237,1.085856629,2.231666312,0.202633879,2.276981113,1375.88202,2.542864398,11877.81207,15.58346614,1,1,1,1,1,1,1,1,1,1,1
23/01/2008,76520-2008-23,1,76520,2008,765202008,23,76520-2008,0.352678206,0.227543588,0.007607479,1.260953004,1.428208897,0.324484377,1.063402218,555.9997336,2.640629258,11877.81207,16.25206021,1,0,0,1,1,1,1,1,1,1,1
25/01/2008,76520-2008-25,1,76520,2008,765202008,25,76520-2008,0.797622429,0.343798066,0.030203196,2.435596275,2.786808251,0.171903434,3.781952793,520.8483694,3.00676716,11877.81207,15.60677225,1,1,1,1,1,1,1,1,1,1,1
5/01/2007,76520-2007-5,0,76520,2007,765202007,5,76520-2007,0.641626648,0.277303874,0.006752253,1.561674703,1.982537786,0.403658125,0.365003462,485.7218529,2.753309271,11829.95662,15.49240548,0,0,0,1,1,1,1,1,1,1,1
7/01/2007,76520-2007-7,0,76520,2007,765202007,7,76520-2007,0.637604101,0.299281402,0.010871341,1.597057182,2.163126033,0.351186757,0.994916173,175.4317979,2.475206147,11829.95662,16.00866972,1,1,1,1,1,1,1,1,1,1,1
9/01/2007,76520-2007-9,0,76520,2007,765202007,9,76520-2007,1.750494972,0.291773284,0.019903047,4.610597558,2.04150407,0.245923588,1.331896169,1401.348728,2.714943419,11829.95662,16.37206812,1,1,1,1,1,1,1,1,1,1,1
12/01/2007,76520-2007-12,0,76520,2007,765202007,12,76520-2007,2.582774472,0.292910094,0.008592124,6.156112295,2.341427658,0.284123112,0.761416956,1076.997717,2.965505582,11829.95662,16.88051609,1,0,0,0,0,1,0,0,0,1,1
17/01/2007,76520-2007-17,0,76520,2007,765202007,17,76520-2007,0.591557893,0.314153215,0.013934338,1.333788817,2.60664316,0.376805596,0.536907944,767.3236252,2.961856292,11829.95662,16.85281295,1,1,0,1,0,0,0,0,1,1,1
18/01/2007,76520-2007-18,0,76520,2007,765202007,18,76520-2007,0.706925083,0.491019554,0.014350049,1.8772359,4.256634051,0.445430161,1.938910953,1174.621213,2.506163148,11829.95662,16.37520907,0,0,0,0,0,0,0,0,1,1,1
20/01/2007,76520-2007-20,0,76520,2007,765202007,20,76520-2007,5.944544174,0.630118433,0.01088647,13.45338142,5.539364824,0.254671334,5.084894466,197.6622857,2.938455476,11829.95662,16.59617636,1,0,0,0,0,0,1,1,1,1,1
30/01/2007,76520-2007-30,0,76520,2007,765202007,30,76520-2007,2.91656593,0.421917696,0.007240998,6.098374204,3.431120378,0.313527065,0.914653924,648.0291158,3.383054346,11829.95662,18.00533734,1,1,1,1,1,1,1,1,1,0,1
1/02/2007,76520-2007-32,0,76520,2007,765202007,32,76520-2007,2.18725973,0.34521167,0.018149246,4.664572388,2.689951391,0.301399872,0.796004426,502.4357846,3.377530378,11829.95662,17.55654317,1,1,1,1,1,1,1,1,1,0,1
4/02/2007,76520-2007-35,1,76520,2007,765202007,35,76520-2007,1.118000741,0.379376898,0.009476308,2.919915046,2.996008519,0.356405164,0.757606126,453.0746321,3.485156814,11829.95662,17.91442348,1,1,0,1,0,0,1,0,0,0,0
6/02/2007,76520-2007-37,1,76520,2007,765202007,37,76520-2007,0.871959233,0.317510243,0.004813478,2.606302128,2.190927486,0.397335309,0.965796811,886.8092072,2.591608783,11829.95662,17.45860495,0,0,0,0,0,0,0,0,0,0,0
8/02/2007,76520-2007-39,1,76520,2007,765202007,39,76520-2007,0.73874843,0.323634184,0.010384435,2.694124842,2.457530088,0.488098079,1.013164951,467.6204013,2.272117856,11829.95662,17.37994249,0,0,0,0,0,0,0,0,0,0,1
11/02/2007,76520-2007-42,1,76520,2007,765202007,42,76520-2007,0.447071262,0.400497782,0.013264362,1.59558537,3.421513295,0.349217079,1.520780108,507.0442002,2.73475972,11829.95662,16.46167125,0,0,0,0,0,0,0,0,0,0,1
14/02/2007,76520-2007-45,0,76520,2007,765202007,45,76520-2007,0.419541381,0.578154192,0.007816068,1.535597323,4.880403014,0.449642816,3.593378536,858.727436,2.37937908,11829.95662,15.78607025,0,0,0,0,0,0,0,0,0,1,1
16/02/2007,76520-2007-47,1,76520,2007,765202007,47,76520-2007,0.360894146,0.39861072,0.001051358,1.248405398,2.877911859,0.327918002,3.745088742,514.9612898,2.552887886,11829.95662,14.00421226,0,0,0,0,0,0,0,0,0,1,1
17/02/2007,76520-2007-48,1,76520,2007,765202007,48,76520-2007,0.406097219,0.403156971,0.000320429,1.467510784,2.890748169,0.413675593,2.071753013,87.9549086,2.962575063,11829.95662,13.02494026,0,0,0,0,0,0,0,0,0,1,1
22/02/2007,76520-2007-53,0,76520,2007,765202007,53,76520-2007,0.454045577,0.316482196,0.001328489,1.271083541,2.228260684,0.416288808,1.780683565,742.2560491,2.080779598,11829.95662,15.58047448,0,0,0,0,0,1,1,1,1,1,1
1/03/2007,76520-2007-60,1,76520,2007,765202007,60,76520-2007,2.517475793,0.407706768,0.005916494,6.292014751,3.774343736,0.270076633,1.059210441,766.5974232,3.818052039,11829.95662,16.96635942,1,1,1,1,1,1,1,1,1,1,1
6/03/2007,76520-2007-65,1,76520,2007,765202007,65,76520-2007,3.375466435,0.347656599,0.003784386,8.881201905,2.916682514,0.301246141,1.441020411,874.516622,3.190210331,11829.95662,15.81522408,1,1,1,1,1,1,1,1,1,1,1
16/03/2007,76520-2007-75,1,76520,2007,765202007,75,76520-2007,16.22567034,0.515756442,0.000650764,41.02557358,3.845871688,0.425290013,4.679878306,214.9176042,1.933153181,11829.95662,15.17109825,0,1,1,1,1,1,1,1,1,0,0
18/03/2007,76520-2007-77,1,76520,2007,765202007,77,76520-2007,9.882193476,0.467232388,0.00033299,23.90903431,3.34789022,0.173088876,3.028321108,1162.98742,2.138692476,11829.95662,15.02911713,1,1,1,1,1,1,1,1,1,0,0
24/03/2007,76520-2007-83,1,76520,2007,765202007,83,76520-2007,8.1206632,0.407372804,0.000407297,19.13247092,2.605221898,0.421903872,3.040955931,983.5203195,2.071162016,11829.95662,15.62438899,1,0,0,0,0,0,0,0,0,0,0
14/12/2007,76520-2007-348,0,76520,2007,765202007,348,76520-2007,0.457581109,0.197317652,0.012805766,1.823858888,0.848908247,0.080302185,2.366370195,271.280037,2.888149058,11829.95662,14.18563394,0,1,0,0,1,1,1,1,1,1,1
21/12/2007,76520-2007-355,0,76520,2007,765202007,355,76520-2007,0.731821565,0.188734949,0.015198454,2.631541423,0.739367897,0.078525714,2.072541898,75.33071725,3.20705696,11829.95662,14.3968773,1,0,1,1,1,1,1,1,1,1,1
22/12/2007,76520-2007-356,0,76520,2007,765202007,356,76520-2007,0.245872002,0.229423053,0.014349817,0.749154872,1.050493656,0.347706539,1.094769994,934.182892,1.76844229,11829.95662,14.60066585,0,1,1,1,1,1,1,1,1,1,1
24/12/2007,76520-2007-358,0,76520,2007,765202007,358,76520-2007,0.236429709,0.213640714,0.012663118,0.826328646,1.22054217,0.139381185,0.984423232,1613.817968,2.394075033,11829.95662,15.22771612,1,1,1,1,1,1,1,1,1,1,1
26/12/2007,76520-2007-360,0,76520,2007,765202007,360,76520-2007,0.22338698,0.254380947,0.01349038,0.657078242,1.893975405,0.159473072,1.219518225,1778.470664,2.534759972,11829.95662,15.48287896,1,1,1,1,1,1,0,1,1,1,1
10/08/2023,76364-2023-222,0,76364,2023,763642023,222,76364-2023,0.524582165,0.288979562,0.037900913,1.614898851,2.114326565,0.225355591,0.444760117,603.2047319,3.720483296,9237.270595,17.1093218,0,0,0,0,0,0,0,0,1,1,1
