Date,DANE.Year.Day,wildfire,DANE,Year,DANEYear,Day,DANE.Year,DUSMASS25,BCSMASS,DMSSMASS,DUSMASS,OCSMASS,SO2SMASS,SO4SMASS,PBLH,SPEED,pop_density,TLML,excess_all_1,excess_all_2,excess_all_3,excess_all_4,excess_all_5,excess_all_6,excess_all_7,excess_all_8,excess_all_10,excess_all_20,excess_all_30
3/02/2016,76834-2016-34,1,76834,2016,768342016,34,76834-2016,2.186700929,0.637985549,0.006706179,5.708954641,5.510712465,0.193984673,0.766635697,775.8153926,2.483284259,12050.70028,19.49856012,1,1,1,1,1,1,1,1,1,1,1
9/02/2016,76834-2016-40,1,76834,2016,768342016,40,76834-2016,7.524228156,0.572804591,0.00644948,16.9052351,4.58030344,0.229579933,0.808388484,368.2868357,2.808920659,12050.70028,20.21475889,0,0,0,0,0,0,0,0,0,1,1
14/02/2016,76834-2016-45,1,76834,2016,768342016,45,76834-2016,6.368542979,0.379067741,0.00506977,14.49846508,2.666484616,0.144331195,1.378596838,424.440959,2.603875074,12050.70028,19.46614975,0,1,1,1,1,1,0,0,0,1,1
11/03/2016,76834-2016-71,0,76834,2016,768342016,71,76834-2016,17.81747581,0.794859811,5.32E-05,40.41957177,6.596588542,0.087074794,5.480352781,850.0482442,1.767102189,12050.70028,17.37548602,0,0,0,0,0,0,0,0,0,0,1
10/04/2016,76834-2016-101,1,76834,2016,768342016,101,76834-2016,0.528947797,0.306339411,0.017674112,1.939258518,1.561259059,0.160982411,0.57110338,497.6685227,2.341916095,12050.70028,19.51243922,0,0,0,0,1,0,1,0,0,0,0
22/07/2015,76834-2015-203,0,76834,2015,768342015,203,76834-2015,0.793655097,0.224871956,0.001581704,2.164188518,1.42326965,0.145761526,0.867127434,281.245823,3.070386431,11983.7535,17.89902723,0,0,0,0,0,0,0,0,1,1,1
21/08/2015,76834-2015-233,1,76834,2015,768342015,233,76834-2015,1.658489472,0.360620139,0.006300407,4.957370345,2.940682643,0.183956107,0.738010022,481.0171267,3.030424625,11983.7535,19.15980341,1,1,1,1,1,1,1,1,1,1,1
10/12/2015,76834-2015-344,0,76834,2015,768342015,344,76834-2015,0.40119188,0.270249724,0.001562697,1.110496928,1.896387297,0.1501491,0.567150988,746.0107876,2.99819928,11983.7535,18.94449869,1,0,1,1,1,1,1,1,1,1,1
12/12/2015,76834-2015-346,0,76834,2015,768342015,346,76834-2015,0.475984473,0.260179315,0.002630739,1.301982217,1.840859335,0.159951316,0.51910514,481.0732078,3.091430605,11983.7535,20.14193145,1,1,1,1,1,1,1,1,1,1,1
15/12/2015,76834-2015-349,0,76834,2015,768342015,349,76834-2015,0.47132128,0.28007133,0.008156171,1.239464941,1.551218299,0.042932807,0.828539007,703.0895815,2.428772867,11983.7535,17.76723265,1,1,1,1,1,1,1,1,1,1,1
18/12/2015,76834-2015-352,0,76834,2015,768342015,352,76834-2015,0.788562795,0.290784443,0.001765279,1.967586225,2.170020694,0.158048136,0.548399922,597.7458811,3.352386763,11983.7535,19.02748514,0,1,1,1,1,1,1,1,1,1,1
22/12/2015,76834-2015-356,0,76834,2015,768342015,356,76834-2015,0.817718835,0.241228276,0.001844491,1.775076341,1.731147483,0.186250549,0.467565428,403.7404116,3.82687205,11983.7535,19.59513163,0,1,1,0,1,1,1,1,1,1,1
26/12/2015,76834-2015-360,0,76834,2015,768342015,360,76834-2015,0.792152689,0.197842145,0.001301213,2.07315962,1.430535913,0.152377999,0.411013095,399.0812778,4.93906983,11983.7535,19.74847911,1,1,1,1,1,1,1,1,1,1,1
29/12/2015,76834-2015-363,0,76834,2015,768342015,363,76834-2015,0.61569812,0.255192407,0.001829171,1.705346771,1.718032048,0.179569565,0.422567126,521.0123223,3.525135898,11983.7535,19.66313327,0,0,0,1,0,1,1,1,1,1,1
25/01/2014,76834-2014-25,1,76834,2014,768342014,25,76834-2014,0.966911236,0.357272155,0.004554006,2.647630115,2.084112392,0.174691047,1.61647066,990.2770056,2.330336012,11926.40056,17.96302498,1,1,1,1,1,1,1,1,1,1,1
6/06/2014,76834-2014-157,0,76834,2014,768342014,157,76834-2014,2.551116967,0.225569964,0.007853924,7.287745473,1.30548228,0.118472662,0.455828074,224.8157018,3.042049735,11926.40056,18.99876403,1,1,1,1,0,0,0,0,0,1,1
9/06/2014,76834-2014-160,0,76834,2014,768342014,160,76834-2014,1.494592543,0.221983722,0.001413632,3.987278017,1.238312358,0.13418544,0.664067609,394.3017441,2.590608524,11926.40056,18.70327157,0,0,0,0,0,0,0,0,0,0,0
10/06/2014,76834-2014-161,0,76834,2014,768342014,161,76834-2014,1.275050557,0.186335759,0.003065795,3.620277402,1.070127931,0.147594389,0.420788411,251.218667,3.002462111,11926.40056,18.71529431,0,0,0,0,0,0,0,1,0,0,1
13/06/2014,76834-2014-164,0,76834,2014,768342014,164,76834-2014,2.540528626,0.204075934,0.005354639,7.63192141,1.24146931,0.178735147,0.280568403,223.9805212,3.54561359,11926.40056,19.07712306,0,0,0,1,1,1,0,1,0,0,1
14/06/2014,76834-2014-165,0,76834,2014,768342014,165,76834-2014,1.740700055,0.178731571,0.006870101,4.91432816,1.057815119,0.140192499,0.258245886,228.7100241,3.833190607,11926.40056,19.13377496,1,1,1,1,1,1,1,1,1,1,1
17/06/2014,76834-2014-168,0,76834,2014,768342014,168,76834-2014,4.671930031,0.176530321,0.002391828,12.87926887,1.099221253,0.168033135,0.197158513,460.1257812,4.527610805,11926.40056,18.61942755,1,1,0,1,0,0,1,1,1,1,1
21/06/2014,76834-2014-172,0,76834,2014,768342014,172,76834-2014,2.434604761,0.194447869,0.001032616,6.280346294,1.20764316,0.176947006,0.236697755,127.9283132,3.603478084,11926.40056,18.38924295,0,0,1,0,1,1,0,0,0,1,1
25/06/2014,76834-2014-176,0,76834,2014,768342014,176,76834-2014,1.034181731,0.212973127,0.011148555,2.704584706,1.176597618,0.162963388,0.486927214,269.2835486,2.481574389,11926.40056,17.80635249,1,1,0,0,0,0,0,0,1,1,1
6/07/2014,76834-2014-187,1,76834,2014,768342014,187,76834-2014,3.423638517,0.201738421,0.003823416,8.95908195,1.221382725,0.135295325,0.431412262,331.3315026,3.051000906,11926.40056,18.66646202,0,0,0,0,1,1,1,1,1,1,1
9/07/2014,76834-2014-190,1,76834,2014,768342014,190,76834-2014,2.102632423,0.231933975,0.00141487,5.572470142,1.647584074,0.185948299,0.280501814,157.5996113,4.306453666,11926.40056,18.50446905,1,1,1,1,1,1,1,1,1,1,1
10/07/2014,76834-2014-191,1,76834,2014,768342014,191,76834-2014,1.744231029,0.270063377,0.000444698,4.916334371,2.060464966,0.20010396,0.254776835,343.4808885,5.82585476,11926.40056,18.01597283,1,1,1,1,1,1,1,1,1,1,1
13/07/2014,76834-2014-194,1,76834,2014,768342014,194,76834-2014,0.718104409,0.997897721,0.002094037,1.955072023,9.842974273,0.708855674,0.355438293,111.6617727,4.365934134,11926.40056,17.93805755,1,1,1,1,1,1,1,1,1,1,1
14/07/2014,76834-2014-195,1,76834,2014,768342014,195,76834-2014,2.030453952,0.196955628,0.001501568,5.918543701,1.471638746,0.156797585,0.512704672,353.4552501,5.526835415,11926.40056,17.71496756,0,0,0,0,0,0,0,1,1,1,1
17/07/2014,76834-2014-198,1,76834,2014,768342014,198,76834-2014,0.977051692,0.166450431,0.006339255,2.808247375,1.128219184,0.12827793,0.259240374,386.0958281,5.977365717,11926.40056,18.45704465,0,0,0,0,1,1,1,1,1,1,1
21/07/2014,76834-2014-202,1,76834,2014,768342014,202,76834-2014,1.561333641,0.228904124,0.005807619,4.994621954,1.719566331,0.189945584,0.484447654,425.970357,3.939175721,11926.40056,18.51921011,1,1,1,1,1,1,1,1,1,1,1
25/07/2014,76834-2014-206,1,76834,2014,768342014,206,76834-2014,0.910795446,0.147498187,0.005712795,2.511770956,0.952792577,0.137842569,0.245346169,436.5302209,5.618207172,11926.40056,19.09420593,1,1,1,1,1,1,1,1,1,1,1
27/11/2013,76834-2013-331,0,76834,2013,768342013,331,76834-2013,0.161203548,0.193984403,0.013700302,0.532932912,0.674035683,0.027446638,0.414272705,315.1309369,4.063959503,11875.21008,16.41722726,0,0,0,1,0,0,0,1,1,1,1
29/11/2013,76834-2013-333,0,76834,2013,768342013,333,76834-2013,0.138663574,0.204029703,0.009108133,0.43532553,0.827746561,0.030913842,0.339425417,604.4954449,4.251974137,11875.21008,16.59872256,1,1,1,1,1,1,1,1,1,1,1
26/12/2013,76834-2013-360,0,76834,2013,768342013,360,76834-2013,0.269509231,0.215438414,0.001993204,0.772516521,0.973618238,0.0429364,0.682002622,723.1048532,2.145859941,11875.21008,16.52078962,1,1,0,1,1,1,1,1,1,1,1
27/12/2013,76834-2013-361,1,76834,2013,768342013,361,76834-2013,1.067877544,0.490496187,0.001568009,2.827390316,3.654159935,0.23356078,2.785651656,144.6195736,2.382264302,11875.21008,17.69942349,0,0,0,1,1,1,1,1,1,1,1
29/12/2013,76834-2013-363,1,76834,2013,768342013,363,76834-2013,0.898195345,0.295329142,0.000619631,2.535255542,2.010729383,0.204622553,1.201164018,247.0041957,3.705853062,11875.21008,19.08086454,1,1,1,1,1,1,1,1,1,1,1
4/01/2011,76834-2011-4,1,76834,2011,768342011,4,76834-2011,0.17802628,0.185565482,0.010777971,0.63601685,0.700434681,0.052824664,0.705800827,796.7582221,4.484047403,11759.31373,15.61740633,0,0,1,1,1,1,1,1,1,1,1
6/01/2011,76834-2011-6,1,76834,2011,768342011,6,76834-2011,0.282559184,0.298971907,0.003030061,1.121116161,1.627560162,0.118767945,2.276371767,642.3537396,2.249102532,11759.31373,16.03928885,1,1,1,1,1,1,1,1,1,1,1
11/01/2011,76834-2011-11,1,76834,2011,768342011,11,76834-2011,0.238721849,0.249945374,0.013594568,0.755973329,1.474556243,0.144979076,0.988594055,398.907606,2.497789603,11759.31373,17.53477741,0,0,0,1,0,0,0,0,0,1,1
13/01/2011,76834-2011-13,1,76834,2011,768342011,13,76834-2011,0.488032848,0.223284888,0.008720699,1.889981968,1.293815405,0.16017272,0.935203105,465.4951891,3.954452902,11759.31373,18.37593704,1,1,1,1,0,0,1,1,1,1,1
14/01/2011,76834-2011-14,1,76834,2011,768342011,14,76834-2011,0.420261226,0.347393844,0.015700557,1.38455862,2.416798935,0.314488153,1.385268893,62.92115618,2.910584371,11759.31373,17.57500677,1,1,0,0,0,1,1,1,1,1,1
16/01/2011,76834-2011-16,1,76834,2011,768342011,16,76834-2011,0.486534558,0.260951893,0.015047439,1.557260964,1.595687818,0.096992007,1.6678007,765.618716,2.427314717,11759.31373,17.44497229,0,0,0,1,0,1,1,1,1,1,1
17/01/2011,76834-2011-17,1,76834,2011,768342011,17,76834-2011,0.909239377,0.531533975,0.000942146,2.82771617,3.438072696,0.179964687,4.119053558,320.2415127,2.042955665,11759.31373,17.02494141,0,0,1,1,1,1,1,1,1,1,1
18/01/2011,76834-2011-18,1,76834,2011,768342011,18,76834-2011,0.454208463,0.312630523,0.004651662,1.413910978,1.701537318,0.145971099,1.768834549,1186.101915,2.059402624,11759.31373,17.3711478,0,1,1,1,1,1,1,1,1,1,1
19/01/2011,76834-2011-19,1,76834,2011,768342011,19,76834-2011,0.623253954,0.299476025,0.005714911,2.270481968,1.676837824,0.112422282,1.558097305,427.0745197,1.961593151,11759.31373,17.73635703,1,1,1,1,1,1,1,1,1,1,1
20/01/2011,76834-2011-20,1,76834,2011,768342011,20,76834-2011,0.400932447,0.242108674,0.007563362,1.236249248,1.010805437,0.369732894,1.851109828,1850.79601,2.75246412,11759.31373,17.07672831,0,1,1,1,1,1,1,1,1,1,1
21/01/2011,76834-2011-21,1,76834,2011,768342011,21,76834-2011,0.341281723,0.325206953,0.011100799,1.060773449,1.734673753,0.207429012,3.195515448,481.1679064,3.593111154,11759.31373,16.47363166,1,1,1,1,1,1,1,1,1,1,1
5/12/2010,76834-2010-339,0,76834,2010,768342010,339,76834-2010,0.65188155,0.218343508,0.00817251,2.255458804,0.949971004,0.032293745,1.097117468,1589.685752,3.146605548,11685.85434,16.1312466,0,0,1,1,1,1,1,1,1,1,1
7/12/2010,76834-2010-341,0,76834,2010,768342010,341,76834-2010,0.515591181,0.252336361,0.006556269,1.619194769,1.524339034,0.157819287,1.131085438,182.5611825,2.636784417,11685.85434,17.63002334,1,1,1,1,1,1,1,1,1,1,1
12/12/2010,76834-2010-346,0,76834,2010,768342010,346,76834-2010,0.909617671,0.350585142,0.004942451,3.860655639,1.57719202,0.178612272,2.270425538,45.85023707,1.922085681,11685.85434,16.71110848,0,1,1,1,1,1,1,1,0,0,1
14/12/2010,76834-2010-348,0,76834,2010,768342010,348,76834-2010,0.226109538,0.1595325,0.02247955,0.896307141,0.477810078,0.020656687,0.227369654,307.6290952,5.14095219,11685.85434,15.97221808,1,1,1,1,1,1,0,0,0,1,1
15/12/2010,76834-2010-349,0,76834,2010,768342010,349,76834-2010,0.742229293,0.178005368,0.015146635,2.72150627,0.580904413,0.03587106,0.455577944,207.3488568,3.608448114,11685.85434,15.69938217,0,1,1,1,0,0,0,0,0,1,1
17/12/2010,76834-2010-351,0,76834,2010,768342010,351,76834-2010,0.087776944,0.265965381,0.018330714,0.252628514,1.31347949,0.265466354,1.466546631,1711.248713,2.07896717,11685.85434,16.62261342,1,1,0,0,0,0,0,0,0,0,1
18/12/2010,76834-2010-352,0,76834,2010,768342010,352,76834-2010,0.037790542,0.198426186,0.02724239,0.09086923,0.665956676,0.040843609,0.625262399,1082.516435,3.706256302,11685.85434,15.54028321,0,0,0,0,0,0,0,0,0,1,1
19/12/2010,76834-2010-353,0,76834,2010,768342010,353,76834-2010,0.103590264,0.228560532,0.009528621,0.3008261,0.83190657,0.178753497,1.011197407,817.2870461,3.134285594,11685.85434,15.39936167,0,0,0,0,0,0,0,0,0,1,1
20/12/2010,76834-2010-354,0,76834,2010,768342010,354,76834-2010,3.318953504,0.29726553,0.002900759,10.96964716,0.927827392,0.052242479,1.331981495,474.3901459,2.962863568,11685.85434,14.5929994,0,0,0,0,0,0,0,0,0,1,1
21/12/2010,76834-2010-355,0,76834,2010,768342010,355,76834-2010,0.444911198,0.258481196,0.002524775,1.35167645,1.139574447,0.127689549,2.004741216,435.9385234,2.335608568,11685.85434,15.98194484,0,0,0,0,0,0,0,0,0,1,1
22/12/2010,76834-2010-356,0,76834,2010,768342010,356,76834-2010,0.165022316,0.272991225,0.00362571,0.627293069,1.632510986,0.16868941,1.241867983,234.1966609,2.376466459,11685.85434,16.66340409,0,0,0,0,0,0,0,0,0,1,1
21/03/2009,76834-2009-80,0,76834,2009,768342009,80,76834-2009,0.55778173,0.504278877,0.000838845,1.437536842,3.628358372,0.1648657,1.938110072,458.8059712,1.914847964,11611.83473,17.33883421,1,1,0,0,0,1,1,1,0,1,1
28/03/2009,76834-2009-87,0,76834,2009,768342009,87,76834-2009,0.507983873,0.51752639,0.002232462,1.554408739,3.972979611,0.206043314,4.56148253,489.6861826,2.755124741,11611.83473,17.34566242,0,0,0,0,0,0,0,1,1,1,1
29/03/2009,76834-2009-88,0,76834,2009,768342009,88,76834-2009,0.369089309,0.460191032,0.001767977,1.452537242,3.260587493,0.19336229,2.718094984,617.4095302,1.893354388,11611.83473,17.01848684,0,0,0,1,0,1,1,1,1,1,1
31/03/2009,76834-2009-90,0,76834,2009,768342009,90,76834-2009,0.314943081,0.334383003,0.000638401,0.951282057,1.873096966,0.100345763,1.472650555,888.5375961,2.317375027,11611.83473,17.25189201,0,1,1,1,1,1,1,1,1,1,1
20/04/2009,76834-2009-110,1,76834,2009,768342009,110,76834-2009,0.352898283,0.307873751,0.006845993,1.151238582,2.089659388,0.192141453,1.091329416,300.2231376,3.266719018,11611.83473,19.26462496,1,1,0,1,1,1,1,1,1,1,1
27/04/2009,76834-2009-117,1,76834,2009,768342009,117,76834-2009,0.472938853,0.308673473,0.00270769,1.313753189,2.557847864,0.174119615,0.92246725,261.6660251,3.913007616,11611.83473,18.89963508,1,1,1,1,1,1,1,1,1,1,1
28/04/2009,76834-2009-118,1,76834,2009,768342009,118,76834-2009,0.362793202,0.415058403,0.001193055,1.133141968,3.35170683,0.152859046,1.328283273,200.4703927,3.658782156,11611.83473,19.12076204,0,1,1,1,1,1,1,1,1,1,1
30/04/2009,76834-2009-120,1,76834,2009,768342009,120,76834-2009,0.481828001,0.352700093,0.025701881,1.465660848,2.428332441,0.086341221,2.197266771,495.3915399,2.601938526,11611.83473,17.83474075,1,1,1,1,1,1,1,1,1,1,1
10/07/2009,76834-2009-191,0,76834,2009,768342009,191,76834-2009,0.969489217,0.204626606,0.002787646,2.775241538,1.297605431,0.176500354,0.298630576,171.0402075,3.437023789,11611.83473,18.29548343,0,1,1,1,1,1,1,1,1,1,1
27/07/2009,76834-2009-208,0,76834,2009,768342009,208,76834-2009,3.279903888,0.191376105,0.009138028,9.725838183,1.238319475,0.169191874,0.479041399,219.3117613,4.003564245,11611.83473,18.97414764,1,1,1,1,1,1,1,1,1,1,1
29/07/2009,76834-2009-210,0,76834,2009,768342009,210,76834-2009,1.30633021,0.171301592,0.00863163,3.876154524,1.098892638,0.13663806,0.339541533,396.5503815,4.933672864,11611.83473,19.3433816,1,1,1,1,1,1,1,1,1,1,1
9/08/2009,76834-2009-221,1,76834,2009,768342009,221,76834-2009,1.028258731,0.221137713,0.02320238,2.878225241,1.296041132,0.144991396,0.618266581,357.1984947,3.190922112,11611.83473,17.73080695,0,1,1,1,1,1,1,1,1,1,1
26/08/2009,76834-2009-238,1,76834,2009,768342009,238,76834-2009,0.92556899,0.226588505,0.003256733,2.798593951,1.600154387,0.163510696,0.447583751,241.8423743,4.301457499,11611.83473,17.94827272,0,1,1,1,1,1,1,1,1,1,1
28/08/2009,76834-2009-240,1,76834,2009,768342009,240,76834-2009,0.647843376,0.240354506,0.003149044,1.817260828,1.561703382,0.188856144,0.475501977,303.5586957,3.102733726,11611.83473,18.61852377,1,1,1,1,1,1,1,1,1,1,1
2/01/2007,76834-2007-2,0,76834,2007,768342007,2,76834-2007,0.355564172,0.289572465,0.013426985,1.053512845,2.151329658,0.21581552,0.605475365,541.2061681,2.755033784,11460.71429,18.87046306,0,0,0,1,0,0,1,1,1,1,1
6/01/2007,76834-2007-6,0,76834,2007,768342007,6,76834-2007,0.73965829,0.310648933,0.018673668,1.725016284,2.232616759,0.209040201,1.685609742,267.8316733,2.677778994,11460.71429,18.58228426,0,0,1,1,1,1,1,1,1,1,1
7/01/2007,76834-2007-7,0,76834,2007,768342007,7,76834-2007,0.666108755,0.325978556,0.012236319,1.676600645,2.054703391,0.450743441,1.617773362,177.9552286,2.214930767,11460.71429,17.98454449,0,1,1,1,1,1,1,1,1,1,1
11/01/2007,76834-2007-11,0,76834,2007,768342007,11,76834-2007,3.446824378,0.35238011,0.006470775,8.274239976,2.488961414,0.249846027,0.746101799,870.4471962,2.738721443,11460.71429,19.04981474,0,0,0,0,0,1,0,1,1,1,1
13/01/2007,76834-2007-13,1,76834,2007,768342007,13,76834-2007,2.56160881,0.43392268,0.014950324,6.114710281,3.269810575,0.198429975,1.928004328,1099.128755,2.257617071,11460.71429,18.51878142,0,0,0,1,1,1,1,1,1,1,1
1/02/2007,76834-2007-32,1,76834,2007,768342007,32,76834-2007,2.263972273,0.387400083,0.017833882,4.847671112,2.785973378,0.2531365,0.900522787,352.901,2.347114725,11460.71429,19.7461824,1,1,0,1,0,0,0,0,1,1,1
5/02/2007,76834-2007-36,1,76834,2007,768342007,36,76834-2007,1.135321648,0.388117525,0.022249951,3.381056899,2.958744598,0.222154352,0.946740848,830.846721,2.85977927,11460.71429,19.71890268,0,0,0,0,0,1,1,1,1,1,1
6/02/2007,76834-2007-37,1,76834,2007,768342007,37,76834-2007,0.901799559,0.375601458,0.004357018,2.665604527,2.557384819,0.329587997,1.189497218,1034.07505,2.318144908,11460.71429,19.28460482,0,0,0,0,1,1,1,1,1,1,1
10/02/2007,76834-2007-41,1,76834,2007,768342007,41,76834-2007,0.728993544,0.450599827,0.006404072,2.670275105,3.225201052,0.250715561,1.666291201,508.8091889,1.922435557,11460.71429,18.48263329,1,1,1,1,1,1,1,1,1,1,1
14/12/2006,76834-2006-348,1,76834,2006,768342006,348,76834-2006,0.482725666,0.22869926,0.003314135,1.513808052,1.056748456,0.058350104,0.807545761,265.7600482,2.987410575,11367.64706,15.76445697,1,1,1,1,1,1,1,1,1,1,1
14/01/2023,76520-2023-14,0,76520,2023,765202023,14,76520-2023,1.284293192,0.198700834,0.009063404,3.615737476,1.224637982,0.266407408,0.589248472,135.7271909,3.368750767,12854.55521,16.37510772,1,0,0,0,0,0,1,0,1,1,1
17/01/2023,76520-2023-17,0,76520,2023,765202023,17,76520-2023,0.884408839,0.173679831,0.011042638,2.510118645,1.051858933,0.250881987,0.325894831,175.3349816,4.155428011,12854.55521,16.49139247,1,0,0,1,0,0,1,1,1,1,1
19/01/2023,76520-2023-19,0,76520,2023,765202023,19,76520-2023,0.685973642,0.144396072,0.001845798,1.973882098,0.956739934,0.218528068,0.200538117,155.8389902,4.670965834,12854.55521,16.289167,0,1,0,0,1,1,1,1,1,1,1
28/01/2023,76520-2023-28,1,76520,2023,765202023,28,76520-2023,1.651201727,0.225139554,0.003520741,4.973752958,1.392837629,0.290097865,1.142369607,187.8718637,2.896834516,12854.55521,15.81156726,1,1,1,1,1,1,1,1,1,1,1
13/02/2023,76520-2023-44,1,76520,2023,765202023,44,76520-2023,4.022824832,0.171319072,0.003223429,11.99937323,1.159057049,0.236610835,0.284588987,336.0595492,4.413490073,12854.55521,16.96968564,0,0,0,0,0,0,0,0,0,1,1
16/02/2023,76520-2023-47,1,76520,2023,765202023,47,76520-2023,2.352510336,0.191356638,0.005335791,7.186619538,1.229913362,0.225872043,0.255622396,361.2187251,4.438523523,12854.55521,17.0308827,1,1,1,0,0,0,0,0,1,1,1
18/02/2023,76520-2023-49,1,76520,2023,765202023,49,76520-2023,2.295995356,0.158206629,0.003855255,7.214391612,1.098103057,0.233059582,0.278060056,279.6495226,4.411452799,12854.55521,16.72155118,0,0,0,0,0,0,0,1,1,1,1
3/03/2023,76520-2023-62,0,76520,2023,765202023,62,76520-2023,1.507192317,0.248003805,0.001663198,4.727490769,1.923965309,0.234784977,0.432253727,233.0219769,5.177114683,12854.55521,17.22603383,1,1,0,0,0,0,0,1,1,1,1
2/04/2023,76520-2023-92,1,76520,2023,765202023,92,76520-2023,1.134781929,0.353179723,0.001294415,3.557701242,3.13320896,0.219040832,0.825947639,636.2899688,3.706512216,12854.55521,16.88445864,0,1,0,1,1,1,0,0,0,0,1
15/06/2023,76520-2023-166,0,76520,2023,765202023,166,76520-2023,0.729663681,0.355835392,0.003962341,2.61817329,2.916189775,0.341270452,1.118564707,685.7077844,3.78256424,12854.55521,17.57507674,1,1,1,1,1,1,1,1,1,0,0
16/06/2023,76520-2023-167,0,76520,2023,765202023,167,76520-2023,0.689091205,0.30384839,0.011345712,2.640046019,2.471336786,0.243698665,0.500609187,270.0723584,4.734234834,12854.55521,17.12435885,0,1,1,1,1,1,1,1,0,0,0
17/06/2023,76520-2023-168,0,76520,2023,765202023,168,76520-2023,0.931049774,0.219447581,0.022464069,3.659829043,1.626962348,0.25971261,0.476954638,566.2640232,3.808304163,12854.55521,17.42943923,1,1,1,1,1,1,1,1,0,0,0
20/06/2023,76520-2023-171,0,76520,2023,765202023,171,76520-2023,0.771146448,0.334315751,0.003202473,2.69958544,3.185628913,0.325342127,0.49472414,486.9193298,1.926179923,12854.55521,16.85622506,0,0,0,0,0,0,0,0,0,0,0
23/06/2023,76520-2023-174,0,76520,2023,765202023,174,76520-2023,0.844996027,0.290451281,0.008349114,2.914068447,2.041580833,0.18948739,0.913670061,597.9632541,3.541140649,12854.55521,18.16763029,1,0,0,0,0,0,0,0,0,0,0
15/07/2023,76520-2023-196,1,76520,2023,765202023,196,76520-2023,0.347876191,0.25325527,0.002839793,1.118913307,2.108604774,0.285412037,0.358221951,543.4391734,3.541509748,12854.55521,17.3665684,1,1,1,1,1,1,1,1,1,1,1
